,reviewer_average_stars,reviewer_cool,reviewer_funny,reviewer_name,reviewer_review_count,reviewer_useful,user_id
8337,3.76,13,8,isabelle,49,26,FB55Uv-1QYD-FaNeND1n3Q
8338,1.0,0,0,Melissa,1,1,yZjK443FYeBJXmtB8HxrHQ
8339,4.36,13,6,Tony,14,25,GwP7klR69owmP-y1XCuSsg
8340,4.75,1,1,A.,5,9,dGfOZWZbYaoTlFiW8EnAFw
8341,3.67,0,0,Brian,9,9,yNBEe_mvR4Nz_-rBOWHFRw
8342,4.43,0,1,Ian,7,23,6yczX7PIXjwPmXYiIrxD9g
8343,3.72,28,26,Fred,134,92,XpGvGOoYerIZxUu1oBXY0g
8344,3.1,505,307,Robert,235,658,I37ejvLDijHdqv6YOoVmIg
8345,4.42,4,2,Kandis,13,10,PafEpwXURSsAqX9bQqLWbw
8346,3.5,0,5,Javier,4,1,wHuNShghOlL4qaH9m9RgPg
8347,3.73,0,0,Chris,11,9,9tAH3Vl312bwk6Yw0cnP0w
8348,4.22,17,11,Christy,37,83,j9Dkw4Bp1oBB-n2_-cQzUQ
8349,4.0,0,0,Jacob,2,0,ZVkaYRCTFSSt-Ch9uwigOQ
8350,4.67,1,3,Sean,7,6,6yzWWYM5ZBGRKZS-8I3EQQ
8351,4.19,3,2,Momo,16,6,QXOYXX71lKuNLnDst0WevQ
8352,4.31,13,9,Chad,48,58,z-JC1S58qaW8WNiOzUh_TA
8353,5.0,1,0,Diann,2,1,qBXazAAyYi5OZUL7lBxHvw
8354,3.63,1119,694,O,246,1308,r3dmBXh49sDkjiXjsswMdg
8355,4.0,0,2,Wiley,6,3,fCrETXpDvnS7HL_6CJ4yog
8356,4.2,2,0,Curtis,16,9,jt0M38z-ID2ja3nILJ2bXw
8357,3.5,1,0,Pete,2,4,pOJGHzbexL5aYCRNRbkStg
8358,3.17,0,2,Ms.,7,4,p9-0l9USi1X9BzJcT7undQ
8359,3.69,26,29,Nora,152,69,z1tNqF5qJRpibGj-9_r9Ew
8360,4.12,0,0,CC,8,7,beKlmyoDlGIMI4It65QX9w
8361,5.0,0,0,Ken,1,0,f5m8x0MLzLXbIAWQR2q5bw
8362,5.0,0,1,Char,3,0,USEf2W11duEn7rczy9Nl_w
8363,3.8,0,0,Kevin,5,0,94ZFeI7CgTg9J9MZsVooWQ
8364,3.56,5,1,Nikki,9,6,iqqNn0htkAXBxqOyTRZYGg
8365,4.2,1,0,nicki,7,0,bxnSb0_eryUbhJtEhQ0F0Q
8366,3.0,0,0,Panchali,2,0,TyTCB76NspLVU4MafzVogw
8367,5.0,1,0,Brian,2,1,3tVcT7W64u_IHlqRaUyfpg
8368,5.0,0,1,Donna,1,1,wYR7FnSAK0N03UPSt6Q9kA
8369,4.25,2,1,Thais,5,3,7rjO61IsgxdRBTLstKoxog
8370,3.48,0,1,Shane,23,13,bGi0Gm8Qr4BIhw75UullkQ
8371,4.47,67,8,Virginia,19,75,TesxON7K0d-OY4N5QAfArg
8372,4.06,132,46,Kevin,96,171,7z9MSWnykbUkt-ktyAvY9A
8373,3.24,97,137,Dean-Ryan,83,214,6G8vLJUi1Ees2qC3RGA3Nw
8374,3.32,421,323,James,345,860,QNlNjDHxj1uonlkxuaJVOg
8375,4.4,3,0,Fred,5,8,UVnU2e7f5S9_9GK-_cZTFw
8376,5.0,2,1,Gary,2,3,kIICyT8b5MJanNVqjToI4A
8377,1.0,0,0,Ashley,1,0,_8u1TZwjpp3Gq3ME3O9l7g
8378,5.0,1,0,Alain,1,0,G7zTW847fYdNtdtQfCGVpA
8379,4.67,2,1,Greg,9,2,_cqVj_WeSeNmYnI6_GM4bQ
8380,4.15,2,3,Michael,63,25,_2f_uvYsEti96IfiTmDpOQ
8381,4.43,0,0,Ryan,7,4,J9B3YCJZwi392PYYhWc0xw
8382,3.36,3,2,Coreen,11,10,KRA54Y_PCVYTrrZ4eTUzBA
8383,4.67,1,1,Carmen,3,3,NY4lNQlbjiJep32bOp6FUg
8384,3.69,23,10,Smiley,16,37,0BBO-d1_Dr16Tc55x--ejA
8385,4.25,1,2,Chris,8,4,VrGqukNqZYBUMV74PMQWgg
8386,4.12,171,125,Andrew,127,335,QeW2E8e3rsgzrY9YdRpOOg
8387,3.8,27,16,AJ,50,57,JSq38lWav5u3zIsdL9Bb6w
8388,3.0,0,0,Matthew,3,1,sNfkI6qnPQ0ZYRRbMeQm8w
8389,3.92,0,1,Nathan,12,0,PDDR7mCaO7YHUB8rfMzztA
8390,4.71,0,2,Steven,8,0,MB8Qf8gP1Irt6zCc0SRuSQ
8391,4.33,0,0,Edward,3,2,RSaEMAeVHlKdkEjD2mtHAg
8392,3.5,3,0,Cam,3,4,pIJ0H6pL90hHfSVYw6R8Sw
8393,4.5,1,1,Miles,4,1,dptMPpMR2gC2vxxrH57b4w
8394,5.0,0,1,Kate,3,3,lfFwpp50RxXwyqLJVZFTRg
8395,3.0,0,1,Alexa,2,1,PEaZGw_k2QJ4ByrzpaEZLQ
8396,5.0,0,0,lance,2,0,5JVblj78DcqoxmMEQZx1Ng
8397,5.0,0,0,Rob,1,0,IJlg6DJ0p8MlIV0ZyKWmUQ
8398,5.0,0,0,Jimmy,1,1,RkcFYB1wcMHOhSugOsZwZQ
8399,3.74,55,39,Katie,58,97,ykqvLh7uPq6_7OEvoSnU-Q
8400,3.25,11,7,Lee,24,31,rnAjFiW2lG7-LCxb419iDQ
8401,5.0,0,0,Cory,2,0,UopNb0Y8aH6a8K96zrk0bg
8402,1.0,0,0,Kent,1,0,z77QqdVsjLjJRaixsZmMdQ
8403,5.0,1,0,Karen,2,2,7UCG64WvFfALilt5fepV_g
8404,5.0,1,1,Larry,2,2,UBDVtuz7TNgb-KsQqQRQ8w
8405,4.0,1,0,Tammy,1,3,s7DNZCdyZFUza-KcbSRqWA
8406,3.89,21,36,Mike,204,93,TCEqENMcnIjsBCjlI_Stzg
8407,4.33,1,1,Gail,3,4,hOWhwCVkWbDdNubfmSUGiw
8408,4.0,3,0,Jennifer,3,7,9WBBdIZ1fPkda3HqG2maDQ
8409,1.0,0,2,Bob,2,2,p9CZUSMSj0KJAjAMcL_OKA
8410,3.35,12,11,Brandon,37,55,2SCViG5YGt-VKkX2jsVphw
8411,3.67,0,0,Robyn,3,1,CGv3ba-IwcxuaS159LIOmw
8412,1.0,0,0,Jessica,2,1,eBSVkXldoA9lw2wYNJ3wyg
8413,3.6,7,4,Jeff,20,21,hE0kxT6wQRGobvVjjWKBww
8414,5.0,2,0,Tessa,2,1,u9zRQO9ZfHafKXDcWOHZMQ
8415,3.92,3,5,Angela,24,10,HuhcAGGVttdAg1oyuK4E5A
8416,3.53,17,9,Lady,32,49,28MSq7NWzcLCGYXkX2p9KQ
8417,3.0,0,0,Nicole,2,1,2MUHb24xkiQFqM4hpjLU_w
8418,3.56,22,10,John,27,33,G-_l9cBff45Aknkvkdp9xw
8419,3.61,5,6,Jim,84,18,cEKF9-1q9W2or6tyGT_qUA
8420,3.0,1,0,Theresa,2,2,Q4Yy0RkFVtyqsYig8dyg3w
8421,3.61,111,51,Tiffany,226,232,Sd05iBM7b7zvCBI7_jsB5Q
8422,1.5,0,0,Sheila,2,2,-u-z-4_xLgYx5kX6H_mm0g
8423,5.0,0,0,Gretchen,1,0,MKv_8YH2jurCI1KRLBP4PA
8424,3.56,30,28,Britt,90,94,ngUqhGZTsBEp2JTkqc4cNA
8425,5.0,0,0,Angie,1,0,OWOqtbHzO75-l3eSTj05MA
8426,2.4,2,4,ashley,5,11,Jh6njgabQDbeHnG3kexJyw
8427,1.0,2,1,Becky,1,7,gPOgSUYf3-YC-uRJI0CmMA
8428,3.53,31,13,Fikriye,43,79,XVx-k_c_NG9NNewgoKk5Qg
8429,3.31,3,1,Rick,26,10,8zqUB0FuCtZ6KtH7DYXoFw
8430,4.0,8,3,Andy,1,11,so31CK4ggkbO9L2LbGjUHA
8431,4.15,295,283,Hannah,227,541,5BUY3vy_usul8ijpimTr3Q
8432,3.0,0,0,Robin,2,5,NqZ_YptHqZ8qtEj6FYd0Ow
8433,5.0,0,6,Torsten,4,5,js3dCw3Sv6ZUcdfqJw6GAw
8434,3.62,3,1,Amy,9,10,02SmyhfYo1QtMQrC4T2Z4Q
8435,4.0,1,1,Tanya,6,5,VPVHihYwrlvzx_o_gLtk5A
8436,2.67,1,1,Buster,6,4,P5ZUVdI7TmJXnqQGM5KTxg
8437,4.14,25,5,sarah,73,101,Jc4riSibQf4xfxTQqX65Cw
8438,5.0,0,0,Wendy,2,5,ixcdEEPKh9vx0VZ4IaMHXg
8439,3.52,5,16,Katie,21,42,TEGWADXt1VA1832jbVtSqA
8440,3.77,10,5,Marlena,48,34,cO_VgMYp7xs9v114Bf2gxA
8441,4.0,0,0,katie,2,0,CN5RvYw3MUhBRS4PTejf3A
8442,4.88,2,0,Rachel,9,6,DmTiFfB9pLbF_QvKx_03fQ
8443,5.0,1,0,Bryan,3,1,050100laeiBF_2rANXvZlA
8444,3.85,24,15,Tiffany,20,27,N_o8Yhuw1afXs20jBcU9Sw
8445,2.33,1,0,Brian,6,2,GKLLr7IQyycrfAtduvOR2A
8446,3.55,0,5,Kat,33,20,K2eG-tq94AOFgOHlui2_gw
8447,3.53,9,3,David B,15,22,4AHJijaCB4Sevv7MgX6ajQ
8448,4.05,7,4,James,41,15,jilzpqYoFO-gM3dMt2BvvQ
8449,4.07,1,0,Jill,14,4,OCgLVBZL5I-d4cyM4fzXYA
8450,3.15,5,3,Leroy,13,16,oV_KwsciGrw09NLuh56xlw
8451,4.4,1,0,Travis,5,5,oAP-2t32g3ZUtLcNF3X09w
8452,5.0,0,0,Clipper,2,0,W5klqSNCdx3GUdsrveCrzQ
8453,3.38,66,23,J,115,159,vvfhesrS6w92stOhRy3XJA
8454,4.0,0,1,Cynthia,3,1,AOEDI89ztozTG7o4vYxsXg
8455,4.08,4,0,Desiree,15,11,fL9qw4HaSEXyNz_dkmvW-Q
8456,5.0,2,0,Nicole,2,2,mTwVXV1jlPffTRjtDwV-ZA
8457,4.38,3,2,Dee,8,10,AeViEDV-ZsYWaL3nRNzfwg
8458,3.0,0,0,Wahiba,2,0,3rp6DjEK0FC-zdDeoij1ew
8459,5.0,0,0,Justin,1,0,Umu9xCNj-6c_BGr0PE2TCw
8460,4.17,0,0,Manuel,6,2,fnQdP_xOFqti0TQ5xgj2uQ
8461,5.0,0,0,Larissa,2,0,LSzLPnF0H8aZJWfkOPX0rA
8462,3.97,439,298,Greg,492,617,sK_C69S9cEtLIIvv9OFCsw
8463,3.46,1,4,Michael,24,25,mrjmuL-roHvGF_KJNkhG5Q
8464,3.0,0,0,Monique,2,1,8_kscayjjEfRBpZShXBGgA
8465,4.24,5,0,A,17,30,4i4grJsSI-vPyJAOFzVCnw
8466,3.84,932,768,Steph,269,1148,xt8iR1kTQKxbBc6tvYZxqg
8467,3.0,7,24,Raquel,45,66,Nz6Qv5ZCkFsSWW0OMNhAMQ
8468,1.5,1,0,Bryan,2,3,yb7Mw3Re7ChTCMhjw6B5lw
8469,3.88,36,36,Jacky,130,58,JBIEDde9JAUSG50jqo8JnQ
8470,5.0,0,0,dean,1,0,A49G25QA2D_wOco4x3T5eA
8471,3.53,1,1,Jesse,18,10,6tNuTWlgotBCXuVR62E1Dw
8472,4.0,2,3,Rebecca,5,5,5ABgADSO9_hwsJnCdua16w
8473,4.0,0,0,Berenise,3,3,VeyC7wTfvjkQiVh5YQ3Bog
8474,4.4,0,0,Megan,5,1,HvTcoZA6ZuWzgRBO6PVAbQ
8475,3.0,0,1,Robbie,1,2,RAmw2v-njCpGiatQidJLkw
8476,3.24,28,24,Kara,17,105,IAZt6MmGAkybHg7hu8OEhg
8477,3.25,1,0,wendie,4,3,O5XLHIXuBWMtnL-4GOy2pQ
8478,2.67,1,1,Philip,3,6,5zaMcUsvsRnjHvK2FbuFMA
8479,3.2,1,1,K,5,3,cZWYisGrQIuN7Guez4KGjQ
8480,4.25,5,10,C,24,22,E_iq3fgY8y__4rBCQnabzA
8481,3.22,1,3,Christian,9,4,oRPRWzJel4pFBmERDIBMaw
8482,4.67,1,0,LeaDawn,5,9,wwhSXWNL8GgmtvxhhTBVnQ
8483,4.33,0,0,Lisa,9,4,d1TsU7jgZkL-FnLH8rMgIw
8484,4.1,42,15,Julie,20,58,g374Je0Ap5ibNTy2-tQk5w
8485,3.27,11,7,Jordan,22,20,lW5EvI7QuRbLI2noMNrrxg
8486,3.5,0,0,Kyle,2,1,9Ji_zIR62hZ_saPeAcJZ5Q
8487,4.0,0,0,Gerald,2,1,7D6am_X5g_jcSwU6_mUivA
8488,5.0,0,0,dano,2,0,MB_xLQQohP60SKbrYS8jQg
8489,1.0,0,0,Sylvia,5,1,be4sQETBHHzqdM_qc6mDlA
8490,5.0,0,0,Jan,4,1,ayVYKbAmPOfCB-y63zNnqw
8491,3.5,5,9,Jennifer,23,33,jXL7amHRTaxGMgbnT0xU8w
8492,4.03,96,45,Billy,135,158,kpFx1hEnRUg4fk6D1APRjQ
8493,5.0,0,0,edith,3,3,_gkdU1nMbm-4ZcfwYimeAg
8494,2.0,0,0,John,2,0,hF6WXVdAsAzhBkoCYIFVbg
8495,3.68,12,5,Brian,47,23,Gj3XMqr11B8Nrjniltm94Q
8496,1.0,0,0,RaNetta,2,3,kDLEelN_Haz2rJcygeXzcg
8497,4.0,0,0,Val,1,0,c10-vMDNqbRVYcM4nrhfpw
8498,4.42,3,0,Rachel,13,1,m50nuf-XEX-_ShIBeqbLaw
8499,3.42,72,46,Jayme,66,115,-m8qsQKy9jAw8gTVdu83IQ
8500,4.33,1,0,Jon,3,2,vegaZFPIxGvZjGXqIyzzsQ
8501,3.17,0,0,amy,7,2,3zKEbqfFPod7pfDIMC6MMA
8502,2.43,1,0,Jen,7,7,XSWRrHrMRWdkgtVXVA2C6g
8503,4.53,31,77,Panochey,32,54,3NANNETz5moZ2hQjGOZAUg
8504,3.0,0,0,Seksan,4,2,dRpSJE0iwV11aepDHiwNXQ
8505,3.78,124,178,Steven,92,163,dJyY3aXKL34vtCF3OP3FQw
8506,5.0,0,0,Christopher,1,1,rkG6HTDDu69fwqNRqNHRDw
8507,3.6,4,4,Veronica,10,11,9u7kD2Nrb4CQLeDjJQiJvQ
8508,3.85,25,19,Jennifer,237,93,jpM4p0FwQrMtGllrhHJqxw
8509,5.0,1,1,Bryan,4,1,bhAGPbUXkls31rVt1e-lhQ
8510,4.0,1,0,Denise,6,5,c_ENEVj8GneMNQ_jgoBgIg
8511,3.67,3,2,Greg,39,22,Eq8vGVW6aFMpCTUzb_CWBQ
8512,4.0,1,1,Catrina,17,11,r3cmHtEtqGEJlOjMuHn3FQ
8513,4.17,4,1,jesika,6,12,lfL5TwtLEysByWl-aHu3-w
8514,1.0,0,1,Patricia,1,1,OlNU6MtCwunJ8jpyh-xTew
8515,3.33,0,0,Andy,4,1,FjjmikAb-9QEmqnf4KM3_A
8516,2.67,2,1,Dallen,3,5,9CR8K5G0_Gvf-e0dC5nMvQ
8517,3.5,56,44,Laura,185,110,1k_NhgevG2iPO5X7BUtAEQ
8518,3.67,0,0,Pat,3,1,WXXnQbjrLL74WH73aer4hw
8519,3.95,61,54,Pete,434,142,M3_R93ma7W7bB0xB3mOW3w
8520,4.29,1,0,Julie,7,4,11D7H-8VpOu7pKZGj4Jb8g
8521,5.0,0,0,Erica,3,1,m8gd-v8gvT80_rjB65WVPw
8522,5.0,1,1,Shaun,4,1,LnMMOFdCcHiYQOpagFINnQ
8523,5.0,0,0,John,1,2,Zo9pE52OqAwKl0QxcmJ5ig
8524,5.0,0,0,Martha,3,0,8Pvf6MYSXxCdZSr_pXJ5fQ
8525,3.35,5,6,Carrie,20,16,fADWz1z5W0E5TQolPDUi9Q
8526,1.0,0,0,Dennis,1,0,ZHOEvWkeUY1nr-FNFMIKzQ
8527,3.08,4,5,David,13,16,I4apI0I5dmDZtNsCCoACxA
8528,4.18,0,2,Elisabeth,11,8,23-FXvM7P1ZJFawV3ccZ1Q
8529,3.33,0,1,Tom,3,4,kDfaps_TKwxBvEVbTNBXNQ
8530,3.9,4,4,Emily,20,25,U3uT-Phb8iL2iuZpAROZlg
8531,2.0,0,0,Sung Guey,1,0,Y42sJqTQDfmS_izYjFqYuw
8532,2.0,0,0,Michelle,1,1,iAqSEKUgaQr0uCEdJZvscw
8533,4.25,1,1,Stuart,4,4,2bvj0I2HqdtWKELJWlp1pQ
8534,4.5,0,0,Joel,2,0,1cTxKQ7hZqNUpvIT_E2trg
8535,4.2,6,2,K.,49,10,i1fdEhds-IRcRDDN9aGsLg
8536,3.45,76,98,Joel,126,133,D-ZHPaSihu4SNzV0xw1nnA
8537,4.67,1,1,Jenna,4,2,BVo9ohtqXlbRDRZlvXAACQ
8538,3.08,7,13,Nora,13,20,rSk9gydHUIp32_7emi2VJw
8539,1.0,0,0,Michelle,1,0,YR62MRpbpfHRX7H19gdBmQ
8540,4.5,0,0,Nicole,2,1,_HYKAlLnRLNWk_BCfCihTw
8541,4.5,0,0,Rachel,4,8,T9VeAGmp72X5ey2a8whrPw
8542,3.5,0,2,Myke,6,3,Z2RSdN8Gwg2Qoi3dRSE2Ww
8543,4.57,6,0,Debi,8,8,yOaEPTiXxIE2Y3GtYHyyBA
8544,3.47,6,12,Greg,43,28,-YLtOLwOh1_xxxBnGtuvNg
8545,4.0,1,1,Nadia,2,2,NqjjCphvjtRIQah_tA0kQw
8546,4.4,0,0,Brandon,5,2,rsrQ2PRJefKkoYrU93EO6g
8547,5.0,0,0,Chris,4,3,-JCoLGhZ4HQ-WDbS-BAr6g
8548,3.6,57,49,Stacey,234,213,OKZtblIBacX4MFDcsvdayQ
8549,4.0,0,3,Maria,12,10,MlxokcIbvkvddNcCY3qlmw
8550,4.57,1,0,Veronika,7,3,jvmLlf5cG48fCUEPx0Il1g
8551,1.83,4,2,Rachel,8,16,8ceU-HBL7W3A3gLayu3-dw
8552,3.35,12,24,Melinda,21,82,NwUPGevQVKiyA7X6469udg
8553,3.29,2,3,F,7,7,l2srZt-GNvF7tMotR_VyAw
8554,4.06,8,16,G,70,33,49JDEvlhdCnxZl_wIWMmww
8555,1.75,0,3,Mike,4,5,49z0RrcGk_MaP3Pw5HBhQQ
8556,4.06,2,4,Aaron,16,14,ZfzyGqVCHtCsW_Ui9jitLQ
8557,5.0,1,0,Michael,5,0,xTt9_xnjBjU0dA5N3BBgDQ
8558,4.0,1,0,Linda,4,4,VPbA8DeC5_GICqEuIRZqDA
8559,3.41,45,20,Kathleen,190,85,0kAmqblOxHzDZSIqfZmboQ
8560,4.0,8,27,Steve,10,59,9sm5UUXqZ8JC91RhjkvCuQ
8561,3.75,0,0,Michael,4,0,FXTlDpZgUK62leH5F6N8Jg
8562,2.5,1,3,James,2,4,04-b0IDhhiaVKbmDwQD3tA
8563,4.5,1,0,Xchel,3,3,CqmwGwbSGBh0CzHwsDcH4w
8564,5.0,1,0,jennifer,1,0,k1ebhdtxQb_alD4MVEmx6w
8565,3.45,107,40,Aaron,155,141,Lt_W6GptI3N52QaZUIJ_SQ
8566,1.0,1,2,Patrick,3,5,u8-MDtVTh8ayiowUChvDbQ
8567,5.0,5,1,Howard,6,13,elzVsq5Zt9_95gD1yh4Fgg
8568,3.66,207,59,Dave,221,281,CbGT0AvHHKnZFOHTH0gp0Q
8569,4.5,0,0,Matthew,2,1,6DKIjprJCxwOewopfdgubg
8570,3.46,284,290,Anthony,281,425,qNBXPH_m3tSeSs_JbOyW3Q
8571,4.6,1,0,Steve,5,4,16f-KusDtoQo36DB2wV35Q
8572,3.0,1,1,Thomas,1,1,xAFb5XkuBWasutpmCh-uBQ
8573,2.58,3,8,Grouchy,26,13,0xMiUUtkDBFRNkzZME0U0g
8574,3.57,30,19,Jenn,77,63,_TvgE2G5gXG59pTRvW_18w
8575,4.0,0,0,Mark,4,4,8-4bkuCIGanAB__gVWtbCA
8576,5.0,9,6,Laura,4,9,cVR4YQYdouuuSTra25akww
8577,4.11,4,4,Stephanie,28,27,5c4p-A1sLBlpS1cPaMpdBg
8578,2.75,0,2,Arie,5,2,L5mtbb4cJNZxAFTISs-JvQ
8579,3.62,18,14,Mark,13,30,M0t_ei3e7Uoe5yPyoEVWLQ
8580,4.04,4,4,Rudy,28,14,eRt02n5zLvhZJK8wDbXsgg
8581,2.0,0,0,Jenni,1,2,uP6M2Cco80FYCnFzKeO6gg
8582,5.0,0,0,Jerry,1,1,Ymr8kJTFiMvJmwgU8qcbaQ
8583,3.67,0,1,Missy,8,6,yLFeXMge7WF9RmGvROZOGw
8584,3.96,135,112,Theresa,274,282,GAhcw5tBlDxuXAclqz6GVg
8585,2.0,0,0,Willie D.,2,0,yqHUDsS-rgkfPX-VDDsQ5A
8586,2.33,1,1,sharon,6,5,CKB3A7zV84Rc_z97-_-lSA
8587,2.17,0,1,Bella,6,5,GrrlhpgemJtWlBlxsEbl1w
8588,5.0,0,0,Johnny,1,1,LSI3fFGB_Jinn3zfHc-tZg
8589,3.4,9,3,Amanda,15,36,V5SOpcPoul01FuTZdwj59A
8590,3.46,53,47,David,217,209,ly45Wqkmnevs-YCBMQQgaQ
8591,4.0,11,13,Paul,58,54,OP8msN1o5PNSnGXOJ-Y6OQ
8592,4.67,0,1,H,3,4,f7amtjwWnMWOArqC7GMLnQ
8593,3.33,0,0,B,3,0,_GEFAi813MPH9Zjnmla94A
8594,4.33,1,0,Rachel,3,1,wJmj_ijVdpgzlfRulKcm4A
8595,4.06,2,6,Mat,18,20,Wgvq9BZwHLGY4jBqvJa8_g
8596,2.0,0,0,Scott,2,1,FPNVYi2ulObUDuBiUliBwg
8597,1.33,1,4,KC,3,2,L7e0wSn90wfuETETNXdU2A
8598,4.04,80,42,George,126,159,aIAjAU-6NH583EkQ6E9KRw
8599,3.75,0,2,Becky,9,11,P2H7bCxt_V3Iz_H7BIpKww
8600,4.0,2,2,Beth,23,8,hTwheafW_kAvf-33U2Tr8Q
8601,2.0,1,9,Emily,6,17,vVhHSRQMBD3I08cpqBDCWA
8602,1.0,0,0,Yan,2,0,dwjuawf67XzEeropA8eADQ
8603,2.0,0,3,Ryan,1,0,xuE5jLgVc1Wjt-op3AMJWw
8604,3.66,5,1,Jay,34,22,hSu6RtLWWkZfYeG8Zf3i6w
8605,3.0,0,0,Mike,2,1,6Ep81LGKPX4sgD_32VgxnA
8606,3.0,1,1,Jarrod,2,3,pz2LP0bJaekOlJQ4hxyp-A
8607,4.12,96,68,Jenni,304,281,YUWeFETnjknFH0DTse3Rzw
8608,5.0,0,0,Michelle,1,0,u4euhczrd-JjYQQkbn5nrg
8609,3.26,8,5,Derrick,46,22,ohxz_giif5L5nOK3eZqQ8w
8610,5.0,0,0,Jenn,3,1,YPqolkQXRQoOZqAhqB_Hig
8611,5.0,1,0,Kary,1,0,sVpPejQgdPZGBR0qk6PPHw
8612,4.0,0,0,Liz,7,7,OaQSXppf6ftR9Rfb4oiTNg
8613,3.5,0,0,Jordan,2,0,6pI2_-PxA7kHg5KC0zEYrA
8614,3.96,11,4,Clifton,24,25,M6Ucln6dOd2cnDSTFyzd8w
8615,4.0,0,0,Noel,3,3,zNtMI_25pQdB7jFIk245MQ
8616,4.17,2,2,Derek,23,11,1_zj7B1bRgE7dC6tywUcTQ
8617,4.8,0,2,Scott,6,0,BQTBGAYX0GEWkNDvx-oCdA
8618,3.69,3,3,Michael,16,7,yGq213PmiwYSYrhDLPWTSQ
8619,3.4,1,2,Ricky,5,3,yV6rKdVT7E833ffE6UHwRg
8620,3.67,5,8,Richard,6,15,GqL4z_IDjJQk8LjZ9kJbXw
8621,4.5,1,1,Chrystall,2,2,5y1tost6_7VXFESW5bEneA
8622,1.25,0,5,jp,4,5,0qk-Atu4LjiZKNFS0vxyBw
8623,4.0,0,0,Andrew,3,1,svvUBKfLmrMecLkdzqyaIw
8624,5.0,0,0,Brittany,1,0,bZ4ezneBB0Ex0K97WhCMfw
8625,4.1,12,3,Doug,29,26,vmvCjcHVTFgLG7rFSuGQjw
8626,4.1,7,5,Steve,59,15,6c-KksV9uB2VSmNlAGaa9g
8627,4.0,0,0,Rhiann,1,0,NNJZjawzKTtrepHsDNT7Lw
8628,4.14,2,0,Evangelina,8,4,BjYCucNCNfW5daO47M6O6Q
8629,2.0,0,0,BJ,1,1,C3YGmw4aRRfOophju5FJPg
8630,3.47,105,110,Samn,119,253,WpG-g-bcIoi9s0n41gP85g
8631,3.77,0,0,Rose,13,4,XR68Z2P9dI_FLMLElGCnLQ
8632,3.58,5,2,Andrew,12,13,8wK7_qZ18mokBxw5zdSo9w
8633,3.83,22,17,Lan,176,50,-e05nnRNiUF_72rHS52Swg
8634,4.17,1,0,Kristen,6,3,4EzpGjoFZXjQOeAk92ZKOg
8635,4.0,0,0,Tim,6,2,h9BNKfe4thhrX1YP8nu15Q
8636,3.09,2,1,Moira,11,6,AyXb1E2C4RU7ySSk9rpc0A
8637,4.19,4,3,Joy,27,16,W7GfcvvsoEt0p8z13PFNvg
8638,4.17,4,4,Roy,24,19,Q3JJO_DwEn3Ty8xZ0gYPqg
8639,3.56,3,1,Margaret,9,9,UjfL0d2SWd_SatgiJgom7g
8640,5.0,5,0,Jamie,1,9,5iN1WaPOoeneBIlxb4ZIQg
8641,2.35,18,35,jon,52,80,PJAVk4roLaAwBPNwFs_C1A
8642,3.46,4,2,Tamara,13,23,B69Q1t9U22T_a2e85eSdHA
8643,5.0,0,0,Nick,1,1,V75-oMCQrHylfEqZwRFw4A
8644,3.5,3038,2221,Pancho,755,3660,HmEo1HnAcpbuGN3gr9noAA
8645,5.0,0,0,William,2,0,DLN7WOKbDxlvcFTcfor_sA
8646,3.33,165,239,N,97,206,LxUB8SwZx34s0-EHbuj0MA
8647,4.67,0,0,Greg,3,2,LX23Z1Qnjaif9NBjhmXeVA
8648,3.65,70,47,Kate,96,158,lbg82t_mmEvlku3uVXn5TQ
8649,1.0,0,0,Mela,1,1,3-3EVlzickV7pMi0H00jqQ
8650,3.36,2,0,J,14,7,WIsovrzAbcF_aTsXg4hq0g
8651,3.5,2,3,Tim,10,14,UK_e0ro8rtRzvH5oRPgeJg
8652,4.0,0,0,Earl of Pudding,1,0,E3NqsctpJ1FepAPCvEIGGA
8653,4.0,0,0,Marisa,5,4,sWRuP-jO1wqma_CvKS7tVw
8654,4.16,28,4,Jon,58,79,jDIh9jRcB9dIszjDcOzUJA
8655,3.42,42,61,Kari,73,100,eEo1W07PkjR0jLRkMF5m1g
8656,5.0,0,0,Webb,3,4,y3G08sNWisaMAhqad77RYg
8657,4.5,22,13,Angie,12,27,H5NznKJvhU0CkRersqcrGg
8658,2.81,68,46,Misty,84,169,51-ZrwQODnpIX0dQEshZNw
8659,3.56,10,3,MoniQue,9,19,3qJLajDPgc-Imjk5INt8mQ
8660,3.34,912,703,B,312,1176,_Buiwg0B4WoFVuEltabuSQ
8661,5.0,0,0,Rob,2,0,aPB12cCos1biJ2k9kVNGcA
8662,3.0,0,1,Cindy,2,1,64gvsMMMJPRmNQwPS_OLRw
8663,4.31,23,16,Melinda,199,95,Og_fHEvQOzBHcWRX7g49cA
8664,3.23,1,1,Greg,13,7,_OhvZDcj6wYIXmEAL9zikw
8665,3.5,23,53,Brandon,46,54,740We6l5ENHvwTbUPX-g5A
8666,1.94,0,0,pam,17,17,hxcjqz1m0fwpdRrMdgZ1Qw
8667,2.98,17,13,Sally,62,44,VURvHke7yvGL673wgcp9nA
8668,3.35,6,8,Franklin,48,24,px2RiQ7zbM9BR9ALuwkJfg
8669,4.29,0,0,Tanya,7,4,uj2fHfOZ8_tR5kFGl9sV0Q
8670,3.7,636,351,Ingrid,479,870,j95HloXgQiHWDdkkHwytlQ
